loss_kl,EpThisIter,EpRewMean,loss_pol_entpen,loss_pol_surr,EpLenMean,EpisodesSoFar,loss_ent,loss_vf_loss,ev_tdlam_before,TimeElapsed,TimestepsSoFar
0.0052737156,26,-4.846153846153846,0.0,-0.004206134,584.6538461538462,26,2.0742629,0.020202758,-1.8795087337493896,5.022288799285889,16384
0.005639703,28,-4.907407407407407,0.0,-0.0046167676,586.4814814814815,54,2.0670707,0.015754864,0.5242584943771362,9.661446809768677,32768
