#{"t_start": 1627866007.343853, "env_id": "SlimeVolley-v0"}
r,l,t
-4,778,1208.844151
-5,569,1209.507503
-5,546,1210.180939
-5,630,1210.913203
-5,553,1211.522107
-5,531,1212.178962
-5,614,1212.833987
-5,639,1213.614238
-4,867,1214.601135
-5,417,1215.068017
-5,675,1215.852426
-5,851,1216.894398
-5,615,1217.60572
-5,600,1218.31827
-5,454,1218.897024
-5,808,1219.853597
-5,529,1220.545939
-5,491,1221.068778
-5,444,1221.580174
-5,601,1222.375883
-4,949,1223.475807
-5,584,1224.1673
-5,479,1224.770388
-5,621,1225.533541
-5,565,1226.207021
-5,727,1227.084884
-5,530,1227.739917
-4,723,1228.630838
-5,603,1229.36485
-5,581,1230.020487
-5,692,1230.827935
-5,457,1231.357531
-5,676,1232.13853
-4,584,1232.813698
-5,711,1233.623928
-5,457,1234.152974
-5,616,1234.908198
-5,608,1235.679821
-5,662,1236.485428
-5,697,1237.389638
-5,798,1238.338673
-5,619,1239.084455
-5,666,1239.802085
-5,483,1240.418872
-4,694,1241.224349
-5,643,1241.92185
-5,722,1242.860124
-4,742,1243.7322
-5,583,1244.371297
-5,567,1244.999235
-5,423,1245.4821
-5,636,1246.274479
-5,595,1247.014511
-5,537,1247.605369
-5,597,1248.284091
-5,615,1248.945364
-5,496,1249.535983
-5,547,1250.188416
-5,610,1250.914065
-4,581,1251.665123
-5,690,1252.587005
-5,619,1253.361603
-5,581,1254.07208
-4,1232,1255.489493
-5,768,1256.466505
-5,696,1257.304151
-5,565,1258.015123
-5,557,1258.687045
-4,548,1259.329335
-5,536,1260.038381
-5,436,1260.599778
-4,558,1261.218511
-5,728,1262.102343
-5,518,1262.748016
-5,623,1263.498025
-5,493,1264.082238
-5,508,1264.69573
-5,506,1265.261896
-5,518,1265.864781
-5,438,1266.370267
-5,660,1267.152008
-4,796,1268.129638
-5,672,1268.948469
-5,682,1269.752282
-5,545,1270.362312
-5,602,1271.03965
-5,529,1271.664356
-5,492,1272.226579
-5,606,1272.994132
-5,645,1273.813616
-5,790,1274.723366
-5,590,1275.399827
-5,504,1275.975452
-5,619,1276.766349
-5,520,1277.391004
-5,727,1278.212562
-5,439,1278.7479
-5,425,1279.233539
-4,757,1280.12816
-4,577,1280.832998
-5,654,1281.629005
-5,428,1282.15172
-4,563,1282.872085
-5,658,1283.703171
-5,532,1284.286884
-5,519,1284.912609
-4,597,1285.618487
-4,894,1286.775397
-5,556,1287.424973
-5,408,1287.909832
-5,611,1288.567726
-5,552,1289.194009
-5,433,1289.672909
-5,825,1290.736886
-5,600,1291.405199
-5,712,1292.211163
-5,584,1292.999913
-5,592,1293.678025
-5,406,1294.144472
-5,626,1294.884825
-5,684,1295.705513
-5,693,1296.567646
-5,455,1297.083561
-5,523,1297.697265
-5,559,1298.360538
-5,617,1299.086542
-5,514,1299.682742
-5,471,1300.286019
-5,705,1301.143199
-5,432,1301.648934
-5,815,1302.570326
-5,602,1303.283293
-3,776,1304.203987
-5,590,1304.847133
-5,443,1305.335033
-5,645,1306.114998
-5,656,1306.899971
-5,801,1307.794032
-5,676,1308.580574
-5,452,1309.079563
-5,572,1309.724446
-4,693,1310.53665
-5,830,1311.515821
-5,580,1312.211175
-5,811,1313.135847
-5,519,1313.750839
-5,557,1314.405672
-5,779,1315.272569
-5,477,1315.815402
-5,528,1316.486429
-5,630,1317.219626
-5,1066,1318.483088
-5,455,1319.077947
-5,698,1319.904292
-5,501,1320.529168
-4,944,1321.604017
-5,602,1322.315512
-5,626,1323.03549
-4,879,1324.087333
-5,688,1324.886064
-5,674,1325.754148
-5,592,1326.460526
-4,857,1327.462955
-5,714,1328.428197
-5,529,1329.107723
-5,561,1329.74211
-5,841,1330.77947
-5,466,1331.354922
-5,468,1331.887839
-5,804,1332.864411
-5,491,1333.451167
-5,596,1334.121525
-5,699,1334.936202
-5,657,1335.686923
-5,511,1336.461786
-5,543,1337.256851
-5,674,1338.177572
-5,621,1338.95404
-5,478,1339.555527
-5,488,1340.174229
-5,586,1340.805257
-5,615,1341.489875
-5,748,1342.356367
-4,651,1343.162617
-5,508,1343.817951
-5,400,1344.344305
-5,516,1344.930202
-5,662,1345.724195
-4,681,1346.495145
-5,500,1347.083539
-5,706,1347.921388
-4,659,1348.677171
-5,469,1349.247734
-5,521,1349.820234
-5,493,1350.436216
-5,638,1351.180388
-5,594,1351.919492
-5,628,1352.684521
-5,547,1353.384354
-5,610,1354.087351
-5,512,1354.722597
-5,627,1355.466106
-5,988,1356.58952
-5,556,1357.268233
-5,618,1357.968044
-5,695,1358.793385
-5,480,1359.37813
-5,449,1359.92941
-5,439,1360.442392
-5,521,1361.086313
-5,581,1361.791569
-5,610,1362.48158
-5,630,1363.224783
-5,516,1363.843305
-5,921,1365.014127
-4,780,1365.902605
-4,622,1366.691884
-5,719,1367.558744
-5,436,1368.098449
-5,736,1369.044777
-5,543,1369.663927
-5,519,1370.268856
-5,470,1370.830302
-5,524,1371.416721
-5,464,1371.963471
-5,483,1372.576519
-5,429,1373.055094
-5,513,1373.667692
-4,500,1374.32644
-5,1037,1375.533345
-5,465,1376.092608
-5,488,1376.678318
-5,616,1377.400872
-5,616,1378.079709
-5,512,1378.712545
-4,673,1379.486821
-5,467,1380.033709
-5,631,1380.764456
-5,523,1381.36598
-5,715,1382.268527
-5,560,1382.930676
-5,890,1384.014266
-5,463,1384.652401
-5,735,1385.692527
-5,490,1386.431964
-5,629,1387.388538
-5,518,1388.1878
-4,832,1389.37509
-5,626,1390.328292
-5,668,1391.125969
-5,581,1391.993911
-5,568,1392.732542
-5,688,1393.65031
-5,603,1394.329907
-5,701,1395.134229
-5,598,1395.878393
-5,544,1396.5094
-5,501,1397.136956
-4,683,1397.944336
-5,427,1398.500923
-5,547,1399.171335
-4,617,1399.858653
-5,441,1400.376759
-5,753,1401.278113
-5,381,1401.762867
-5,611,1402.511427
-5,515,1403.073124
-5,541,1403.727721
-5,824,1404.826621
-5,719,1405.721701
-5,514,1406.365568
-5,526,1407.116026
-5,669,1408.1094
-5,829,1409.336442
-3,748,1410.28898
-5,679,1411.101683
-4,703,1411.98654
-5,830,1413.114609
-5,430,1413.65983
-5,473,1414.238155
-5,713,1415.171784
-4,626,1415.930137
-5,604,1416.727315
-5,481,1417.34378
-5,603,1418.193928
-5,537,1418.843181
-5,849,1419.882842
-4,815,1420.844481
-5,581,1421.496986
-5,659,1422.276095
-5,469,1422.777106
-5,668,1423.509332
-5,778,1424.540005
-4,728,1425.352582
-5,671,1426.118644
-5,677,1426.963989
-5,615,1427.691572
-5,802,1428.722415
-5,469,1429.258445
-5,435,1429.750856
-5,511,1430.334982
-4,548,1439.603053
-5,416,1446.537167
-5,805,1459.955647
-5,860,1474.285783
-5,640,1484.954926
-5,544,1494.019623
-5,498,1502.321945
-5,694,1513.89007
-5,697,1525.506639
-5,695,1537.086627
-5,923,1538.191664
-5,650,1538.916055
-5,535,1539.552114
-5,422,1540.094999
-5,595,1541.026104
-5,469,1541.594863
-5,682,1542.465636
-5,532,1543.090453
-5,690,1543.862296
-5,650,1544.682126
-5,848,1545.677883
-5,509,1546.301708
-4,1054,1547.512171
-5,486,1548.08517
-5,485,1548.638806
-4,753,1549.523419
-5,627,1550.274201
-5,833,1551.263981
-4,651,1552.020005
-5,607,1552.806721
-5,491,1553.501443
-5,757,1554.54939
-5,489,1555.181334
-5,651,1556.153122
-5,795,1557.229068
-5,461,1557.889595
-5,687,1558.863606
-5,738,1559.747162
-5,612,1560.61965
-4,671,1561.464105
-5,515,1562.208463
-4,771,1563.19408
-5,698,1564.233066
-5,776,1565.387758
-5,674,1566.343776
-5,563,1567.125631
-5,642,1567.892828
-5,734,1568.897074
-4,733,1569.882743
-5,573,1570.622571
-5,524,1571.301752
-5,648,1572.186572
-5,675,1572.979325
-4,691,1573.858618
-5,659,1574.651704
-5,473,1575.241025
-5,533,1576.057493
-4,820,1577.50691
-4,737,1578.526729
-5,498,1579.229028
-5,445,1579.828603
-5,481,1580.508247
-5,907,1581.589861
-5,587,1582.418172
-5,672,1583.234582
-5,706,1584.265859
-5,517,1584.965336
-4,718,1585.979211
-5,746,1587.089673
-4,863,1588.37375
-4,934,1589.587853
-5,735,1590.528405
-5,949,1591.661092
-4,571,1592.472965
-5,673,1593.304022
-5,394,1593.822128
-5,540,1594.497863
-5,723,1595.370279
-5,553,1596.116974
-5,505,1596.72819
-5,533,1597.401889
-4,487,1598.043933
-5,740,1599.090156
-5,621,1599.895583
-3,912,1601.177037
-5,694,1602.098884
-5,459,1602.708166
-5,545,1603.409627
-4,526,1603.991435
-5,430,1604.495664
-5,579,1605.195505
-5,482,1605.801267
-5,460,1606.458585
-5,525,1607.158977
-5,585,1607.895708
-4,701,1608.797541
-5,619,1609.626267
-5,496,1610.284977
-5,549,1610.973935
-5,695,1611.885955
-5,910,1613.162052
-5,616,1614.13464
-5,727,1615.098082
-5,477,1615.833638
-5,910,1617.475675
-5,755,1618.594158
-5,659,1619.390715
-5,483,1619.947979
-5,683,1620.790639
-4,957,1622.115155
-5,689,1623.044816
-5,444,1623.560857
-5,571,1624.344945
-5,525,1625.005578
-5,507,1625.678125
-5,491,1626.341866
-5,681,1627.143835
-5,375,1627.647839
-4,1216,1629.15216
-5,670,1630.018671
-5,521,1630.695822
-5,533,1631.352165
-5,636,1632.170775
-5,504,1633.009715
-5,435,1633.589354
-4,870,1634.663143
-5,483,1635.304417
-5,552,1635.977477
-5,574,1636.821457
-5,400,1637.332558
-5,506,1638.060903
-5,477,1638.692404
-5,466,1639.296222
-5,729,1640.311582
-5,515,1641.040065
-5,646,1641.787456
-5,625,1642.624729
-5,624,1643.532168
-5,591,1644.33018
-5,621,1645.187655
-5,481,1645.901165
-5,635,1646.879285
-4,541,1647.573612
-4,815,1648.661247
-5,448,1649.241194
-5,513,1649.860088
-5,548,1650.604802
-5,509,1651.22414
-5,568,1651.986847
-5,957,1653.247186
-5,468,1653.840598
-5,812,1654.856362
-5,628,1655.684553
-5,806,1656.694542
-5,786,1657.718769
-5,450,1658.3236
-5,497,1658.994244
-5,520,1659.648689
-5,741,1660.576092
-5,546,1661.216023
-5,508,1661.854806
-4,800,1662.934169
-5,642,1663.70647
-4,891,1664.844142
-5,655,1665.66014
-5,853,1666.667098
-5,823,1667.683805
-4,580,1668.391895
-5,547,1669.099048
-5,700,1669.963769
-5,672,1670.820883
-5,750,1671.798634
-5,629,1672.680093
-5,510,1673.347074
-5,1061,1675.065535
-5,517,1675.783621
-5,511,1676.61238
-5,562,1677.373973
-5,1073,1678.973024
-4,886,1680.073425
-5,765,1681.058652
-4,689,1681.859404
-4,703,1682.712083
-5,671,1683.545589
-5,379,1683.992179
-5,732,1684.8854
-5,439,1685.453075
-5,462,1686.053918
-5,538,1686.792138
-5,485,1687.404355
-5,511,1688.072188
-5,492,1688.699714
-4,880,1689.883926
-5,790,1690.942277
-5,711,1691.840689
-5,862,1692.905719
-5,641,1693.737028
-5,562,1694.454991
-5,539,1695.109092
-5,540,1695.745378
-5,755,1696.891667
-5,560,1697.622571
-5,745,1698.628958
-5,463,1699.304715
-5,648,1700.130518
-4,924,1701.314187
-5,639,1702.157575
-5,821,1703.241045
-4,557,1704.017397
-5,586,1704.867081
-4,701,1705.849226
-5,677,1706.799398
-5,494,1707.454415
-5,485,1708.141336
-5,610,1708.942721
-4,925,1710.060265
-5,625,1710.89884
-5,522,1711.532257
-5,649,1712.391051
-5,597,1713.136383
-5,608,1713.964445
-5,643,1714.749377
-5,527,1715.405863
-5,538,1716.084756
-5,525,1716.762833
-5,735,1717.752927
-5,592,1718.544794
-5,544,1719.199104
-5,692,1720.094072
-5,470,1720.65849
-4,587,1721.383235
-5,638,1722.193517
-5,529,1722.837666
-5,434,1723.462913
-5,629,1724.256622
-5,861,1725.290949
-5,690,1726.185441
-4,595,1726.902223
-4,732,1727.842685
-5,566,1728.609012
-5,556,1729.315374
-4,677,1730.208421
-5,547,1730.813368
-5,462,1731.366041
-5,520,1732.097471
-5,839,1733.196934
-5,459,1733.831856
-5,463,1734.542678
-5,428,1735.115241
-5,526,1735.795663
-5,592,1736.592543
-5,551,1737.340225
-4,578,1738.167816
-5,529,1738.946008
-4,820,1740.000431
-2,885,1741.118138
-5,883,1742.304408
-5,629,1743.120113
-5,499,1743.765645
-5,515,1744.465746
-5,685,1745.250628
-5,760,1746.244213
-4,599,1746.972862
-5,604,1747.766083
-5,589,1748.598458
-5,552,1749.275152
-5,519,1749.906364
-5,395,1750.386863
-5,633,1751.18362
-5,801,1752.163651
-5,464,1752.742124
-5,748,1753.770688
-5,598,1754.533809
-5,760,1755.496809
-5,554,1756.200994
-4,763,1757.192515
-5,433,1757.781387
-5,554,1758.546026
-5,479,1759.179532
-5,523,1759.821179
-4,746,1760.750873
-5,527,1761.407797
-5,750,1762.437959
-5,767,1763.437226
-5,496,1764.082254
-5,577,1764.941
-5,436,1765.517492
-5,590,1766.304894
-5,492,1766.998384
-5,524,1767.713755
-5,494,1768.475312
-5,496,1769.127991
-5,576,1769.941564
-5,547,1770.633854
-5,702,1771.541813
-5,491,1772.138921
-5,858,1773.172535
-5,417,1773.757223
-5,528,1774.559033
-4,622,1775.332341
-5,752,1776.229301
-5,489,1776.910069
-5,529,1777.638186
-3,1107,1779.115891
-5,577,1779.863479
-5,593,1780.732594
-4,605,1781.560151
-5,531,1782.34399
-5,699,1783.262788
-5,597,1784.018086
-4,637,1784.879955
-5,703,1785.80739
-5,593,1786.569914
-5,426,1787.126209
-5,540,1788.034636
-5,582,1789.033487
-5,605,1789.8166
-5,651,1790.931998
-5,450,1791.528626
-5,593,1792.413116
-5,579,1793.181155
-5,643,1794.09216
-5,525,1794.949341
-5,594,1795.812614
-5,663,1796.811466
-5,788,1797.833463
-5,671,1798.736004
-5,847,1799.897859
-5,628,1800.661224
-5,611,1801.418237
-5,688,1802.402851
-5,637,1803.188116
-5,804,1804.427509
-5,630,1805.190573
-5,657,1805.961319
-5,824,1807.054492
-5,649,1807.92075
-4,719,1808.883622
-4,582,1809.604246
-4,638,1810.481241
-5,691,1811.382402
-5,486,1811.961083
-5,452,1812.593289
-5,609,1813.33285
-5,472,1813.922354
-4,677,1814.73994
-5,598,1815.440901
-5,612,1816.272667
-5,637,1817.099439
-5,633,1817.866569
-5,628,1818.697206
-5,547,1819.488034
-5,541,1820.115379
-5,556,1820.826653
-5,570,1821.571908
-5,407,1822.181147
-5,508,1822.866759
-5,478,1823.447729
-5,925,1824.852256
-5,493,1825.578564
-5,698,1826.496927
-5,816,1827.597726
-5,680,1828.563374
-5,662,1829.476333
-5,756,1830.513075
-5,657,1831.365224
-5,585,1832.167212
-4,785,1833.146439
-5,620,1833.893969
-5,518,1834.661219
-5,1032,1835.986085
-5,597,1836.714179
-5,396,1837.274318
-5,578,1838.004527
-5,629,1838.815768
-5,394,1839.334837
-5,425,1839.841566
-5,490,1840.44976
-5,552,1841.076896
-5,673,1841.912988
-5,851,1842.885918
-5,600,1843.604273
-5,668,1844.35168
-5,861,1845.335323
-4,904,1846.483493
-5,703,1847.305063
-5,621,1848.005044
-5,662,1848.749415
-5,603,1849.441744
-5,760,1850.253883
-5,460,1850.786771
-5,740,1851.589504
-5,561,1852.232059
-5,675,1853.088541
-5,553,1853.811785
-5,717,1854.717528
-4,664,1855.559345
-5,510,1856.164778
-5,505,1856.793138
-5,628,1857.499173
-5,546,1858.121963
-5,435,1858.636267
-5,605,1859.236648
-5,494,1859.764164
-4,896,1860.733434
-5,522,1861.284634
-4,643,1861.936181
-5,529,1862.548048
-4,950,1863.642307
-4,747,1876.111646
-5,593,1885.991879
-3,649,1896.810502
-5,440,1904.146135
-5,770,1916.976397
-3,1145,1936.060504
-5,727,1948.176668
-5,552,1957.377827
-5,752,1969.911047
-5,457,1977.527166
-5,498,1978.110234
-5,429,1978.667034
-5,549,1979.332729
-5,682,1980.296939
-5,502,1980.93625
-5,569,1981.654615
-5,655,1982.544478
-5,472,1983.159118
-5,513,1983.857058
-5,480,1984.494952
-4,735,1985.604874
-5,536,1986.340539
-4,764,1987.374603
-5,551,1988.105866
-5,515,1988.850507
-5,580,1989.838537
-5,567,1990.688395
-5,646,1991.587333
-5,458,1992.215556
-5,615,1993.140528
-5,480,1993.751779
-5,847,1995.055141
-5,518,1995.766006
-5,614,1996.63201
-5,624,1997.548443
-5,511,1998.308709
-5,641,1999.270302
-5,558,1999.991848
-5,493,2000.686174
-4,676,2001.557587
-4,685,2002.391303
-4,607,2003.158153
-5,865,2004.42344
-5,697,2005.321185
-5,550,2006.059399
-5,853,2007.281697
-5,679,2008.263159
-5,521,2008.976022
-5,586,2009.821424
-5,847,2010.95943
-4,618,2011.771302
-5,487,2012.413152
-5,551,2013.177683
-5,463,2013.797035
-4,628,2014.692128
-4,915,2015.921814
-5,453,2016.529051
-5,643,2017.382466
-5,490,2018.106333
-5,464,2018.751009
-5,634,2019.655058
-4,725,2020.639307
-5,462,2021.243167
-5,588,2021.980866
-5,764,2022.980621
-5,674,2023.879435
-4,869,2025.02775
-5,618,2025.798476
-5,523,2026.479526
-5,600,2027.247741
-4,711,2028.180047
-4,794,2029.287184
-5,536,2030.045991
-5,444,2030.617135
-5,603,2031.454247
-5,641,2032.325059
-5,652,2033.188163
-4,749,2034.225313
-5,625,2035.12957
-4,792,2036.3377
-5,711,2037.367683
-5,712,2038.304997
-5,687,2039.216088
-5,595,2039.954423
-5,736,2040.945026
-5,750,2041.90322
-5,794,2042.863669
-5,712,2043.775667
-5,611,2044.605422
-4,665,2045.469492
-5,540,2046.137452
-5,521,2046.795747
-5,497,2047.385503
-4,940,2048.566022
-5,498,2049.242677
-5,691,2050.260869
-5,527,2050.927071
-5,487,2051.549786
-5,498,2052.164101
-5,624,2052.964888
-4,819,2054.044258
-5,839,2055.08438
-5,618,2055.818399
-5,613,2056.625526
-4,648,2057.511019
-5,384,2058.002447
-3,891,2059.139908
-4,591,2059.927193
-5,613,2060.746176
-4,579,2061.447244
-5,832,2062.683147
-4,681,2063.591282
-5,961,2064.972903
-5,782,2066.095697
-5,399,2066.693959
-5,611,2067.600005
-5,559,2068.382681
-5,511,2069.041977
-4,790,2070.101302
-5,700,2071.020462
-5,828,2072.000491
-5,699,2072.87293
-4,814,2073.966746
-5,626,2074.698567
-5,497,2075.288352
-5,533,2075.945065
-5,778,2076.950759
-5,821,2077.913555
-5,643,2078.682691
-5,507,2079.253253
-4,837,2080.331175
-4,687,2081.186674
-5,625,2081.955709
-5,810,2082.976352
-5,557,2083.614859
-5,766,2084.531596
-5,437,2085.058339
-5,533,2085.743325
-5,510,2086.493029
-5,540,2087.114361
-5,646,2087.882313
-5,653,2088.700725
-5,453,2089.276765
-5,513,2089.878137
-5,499,2090.492335
-4,790,2091.459091
-5,553,2092.211886
-4,651,2092.94745
-4,618,2093.746882
-5,836,2094.772499
-5,457,2095.348683
-5,434,2095.860706
-4,825,2096.877326
-5,684,2097.713203
-5,510,2098.373442
-5,516,2099.093644
-5,626,2099.856999
-5,736,2100.773625
-5,1006,2102.01352
-5,598,2102.787033
-5,451,2103.351088
-5,785,2104.331195
-5,561,2105.009649
-5,683,2105.901498
-5,772,2106.794747
-4,793,2107.807932
-5,482,2108.386402
-5,533,2109.01265
-5,524,2109.609543
-5,706,2110.479402
-5,604,2111.258724
-5,648,2112.065624
-5,421,2112.669541
-5,422,2113.15821
-5,551,2113.820907
-5,702,2114.719754
-5,447,2115.197293
-5,498,2115.829332
-5,616,2116.649135
-5,568,2117.362154
-5,903,2118.442227
-5,796,2119.411789
-5,683,2120.275633
-5,490,2120.887169
-4,695,2121.724698
-5,443,2122.280581
-5,790,2123.247639
-4,720,2124.217124
-4,813,2125.208956
-5,656,2126.149609
-5,700,2127.044194
-5,510,2127.653325
-5,627,2128.487957
-4,570,2129.187421
-5,744,2130.08567
-5,621,2130.915452
-5,741,2131.83115
-5,406,2132.342438
-5,470,2132.920986
-5,547,2133.589726
-5,612,2134.428864
-5,708,2135.305785
-5,755,2136.245971
-5,586,2137.009234
-4,735,2137.918078
-5,463,2138.562315
-5,635,2139.373362
-5,512,2139.967635
-5,695,2140.816319
-4,565,2141.501613
-5,697,2142.313413
-5,658,2143.018465
-4,613,2143.746128
-5,553,2144.456941
-5,508,2145.041521
-4,655,2145.902406
-5,628,2146.74225
-5,893,2147.7704
-5,652,2148.595109
-5,552,2149.293528
-5,574,2150.02559
-5,724,2150.856883
-5,571,2151.506859
-5,653,2152.382281
-5,661,2153.232126
-5,647,2154.003456
-5,603,2154.815207
-4,620,2155.571733
-4,498,2156.216648
-5,773,2157.195273
-5,583,2157.89252
-5,632,2158.670889
-5,528,2159.422284
-4,908,2160.478755
-5,401,2160.95191
-5,770,2161.888585
-5,531,2162.583342
-5,571,2163.232507
-5,877,2164.398664
-5,676,2165.152137
-5,463,2165.735097
-5,633,2166.51458
-5,705,2167.319405
-5,689,2168.074257
-5,665,2168.867949
-5,618,2169.611394
-5,458,2170.155952
-5,566,2170.89761
-5,521,2171.498775
-5,579,2172.231279
-5,501,2172.862011
-5,516,2173.475038
-5,599,2174.212065
-5,743,2175.207318
-5,527,2175.822734
-5,472,2176.557878
-5,633,2177.348118
-4,876,2178.40962
-5,553,2179.020125
-5,666,2179.815847
-5,477,2180.408527
-5,438,2180.934033
-5,675,2181.806923
-5,599,2182.566146
-5,887,2183.648669
-5,488,2184.237724
-5,555,2184.921357
-5,763,2185.83328
-5,529,2186.461653
-5,596,2187.126648
-5,611,2187.831661
-5,540,2188.590318
-5,635,2189.426468
-5,559,2190.084918
-5,500,2190.663469
-5,743,2191.575649
-4,900,2192.639148
-5,572,2193.25439
-5,460,2193.84006
-5,792,2194.826307
-5,546,2195.524965
-5,457,2196.039538
-5,582,2196.744924
-5,538,2197.38918
-5,598,2198.145441
-4,674,2198.959799
-5,498,2199.562853
-5,649,2200.361054
-5,723,2201.179528
-5,878,2202.304684
-5,521,2202.946066
-5,601,2203.700763
-4,670,2204.502807
-5,729,2205.369966
-5,606,2206.113487
-3,868,2207.085524
-5,452,2207.607562
-4,570,2208.327973
-5,571,2209.005032
-5,443,2209.577382
-5,515,2210.182089
-5,853,2211.187966
-5,579,2211.923951
-5,575,2212.660095
-5,689,2213.465814
-5,418,2213.986179
-3,814,2214.974127
-5,609,2215.780392
-5,449,2216.329244
-5,605,2217.08935
-5,473,2217.607706
-5,587,2218.234399
-5,572,2218.900742
-5,757,2219.818209
-5,526,2220.492191
-5,587,2221.201452
-5,635,2221.940705
-5,474,2222.525888
-5,830,2223.515483
-5,675,2224.359488
-5,507,2224.991804
-5,720,2225.851962
-5,502,2226.407301
-5,763,2227.275898
-5,688,2228.189036
-5,585,2228.908522
-5,436,2229.451404
-5,734,2230.354923
-5,565,2231.009821
-5,628,2231.834116
-5,723,2232.8454
-5,604,2233.602794
-5,622,2234.38341
-5,785,2235.283538
-5,510,2235.818024
-5,605,2236.723765
-5,512,2237.274521
-5,461,2237.760498
-5,768,2238.81348
-5,430,2239.494997
-4,844,2240.521038
-5,604,2241.312759
-5,830,2242.280893
-5,579,2242.990588
-5,547,2243.632852
-5,999,2244.825737
-5,546,2245.421349
-5,673,2246.131297
-5,641,2246.826113
-4,748,2247.579668
-5,449,2248.055459
-5,533,2248.616324
-4,742,2249.39107
-5,782,2250.224945
-5,692,2251.001149
-4,647,2251.726372
-5,576,2252.307106
-5,494,2252.855533
-5,608,2253.514439
-5,593,2254.140936
-5,679,2254.839986
-5,625,2255.517879
-5,471,2255.991554
-5,532,2256.580985
-5,477,2257.081648
-5,485,2257.627438
-5,557,2258.181611
-4,588,2258.803855
-5,387,2259.201008
-5,503,2259.78723
-5,569,2260.409058
-5,553,2260.970458
-5,544,2261.584668
-4,592,2262.166352
-5,489,2262.672343
-5,709,2263.367013
-5,523,2263.896581
-5,662,2264.557178
-5,705,2265.255569
-5,532,2265.783115
-5,596,2266.352865
-5,500,2266.865907
-5,533,2267.389252
-5,603,2267.966092
-5,665,2268.608768
-5,736,2269.377474
-5,611,2269.965851
-5,686,2270.633608
-5,675,2271.291835
-5,477,2271.766856
-5,858,2272.662156
-5,504,2273.120218
-5,635,2273.765565
-5,568,2274.282553
-4,818,2275.053091
-5,553,2275.584164
-5,479,2276.024903
-5,632,2276.672197
-5,497,2277.201702
-5,585,2277.73986
-5,572,2278.271497
-5,490,2278.73592
-5,612,2279.295646
-5,508,2279.800712
-5,600,2280.393929
-5,468,2280.852625
-4,950,2281.760768
-5,442,2282.195765
-5,551,2282.71681
-5,493,2283.209494
-5,472,2283.670005
-5,527,2284.233991
-5,415,2284.649136
-5,602,2285.214915
-5,1015,2302.029524
-5,856,2316.302428
-5,520,2324.964923
-4,673,2336.181606
-5,1234,2356.748959
-5,638,2367.382665
-5,967,2383.499512
-5,602,2393.533092
-5,621,2403.883656
-5,813,2417.435564
-5,614,2418.130498
-5,434,2418.623258
-5,807,2419.551021
-5,565,2420.184451
-5,639,2420.89639
-5,651,2421.595703
-4,575,2422.213917
-5,793,2423.080474
-5,507,2423.690571
-5,763,2424.507259
-5,445,2424.966872
-5,562,2425.598894
-5,544,2426.234427
-5,418,2426.709107
-5,789,2427.529398
-5,412,2427.971318
-5,470,2428.476523
-5,736,2429.379507
-5,481,2429.950459
-5,665,2430.6424
-5,392,2431.09211
-5,551,2431.673242
-5,562,2432.301763
-5,583,2432.92743
-4,803,2433.850983
-5,378,2434.266899
-5,660,2434.9708
-5,404,2435.456355
-5,564,2436.07473
-3,657,2436.772898
-5,389,2437.20694
-5,449,2437.696335
-5,499,2438.328341
-5,712,2439.173477
-4,860,2440.084424
-5,469,2440.596791
-5,640,2441.399922
-5,463,2441.92867
-5,564,2442.542244
-5,516,2443.147632
-3,801,2443.976759
-5,466,2444.492981
-5,536,2445.060454
-4,825,2445.932334
-5,529,2446.518765
-5,766,2447.463805
-5,558,2448.09367
-5,574,2448.707649
-4,742,2449.561697
-5,660,2450.282283
-5,428,2450.759661
-5,684,2451.515254
-5,776,2452.355144
-5,506,2452.941017
-4,684,2453.727017
-5,477,2454.228615
-5,852,2455.20486
-4,938,2456.325665
-5,733,2457.160771
-5,503,2457.771615
-5,427,2458.229936
-5,485,2458.727525
-5,552,2459.323236
-5,513,2459.940183
-5,718,2460.800241
-5,649,2461.553376
-5,401,2461.989785
-5,662,2462.717052
-5,428,2463.219842
-5,542,2463.833216
-5,625,2464.577048
-5,561,2465.203436
-5,751,2466.013359
-5,524,2466.60248
-5,422,2467.049573
-5,629,2467.758384
-5,685,2468.589926
-5,414,2469.087487
-5,420,2469.568593
-5,637,2470.275328
-5,359,2470.679944
-5,588,2471.347046
-5,808,2472.273182
-5,531,2472.923272
-5,524,2473.485612
-5,345,2473.911474
-5,516,2474.483024
-5,668,2475.201832
-5,701,2475.966007
-5,649,2476.713712
-5,813,2477.724266
-4,750,2478.554703
-5,406,2479.043706
-5,682,2479.78537
-5,493,2480.301818
-5,491,2480.843512
-5,502,2481.403783
-5,497,2481.976828
-4,572,2482.58775
-5,508,2483.190967
-5,431,2483.623991
-5,660,2484.333075
-5,544,2485.002465
-5,602,2485.693557
-4,532,2486.2679
-5,627,2486.959933
-5,686,2487.759206
-5,589,2488.387872
-5,478,2488.92445
-5,698,2489.688354
-3,743,2490.501984
-5,617,2491.166679
-5,704,2491.906406
-4,831,2492.841246
-5,658,2493.581659
-5,519,2494.126566
-4,538,2494.736069
-5,594,2495.445718
-5,465,2495.953199
-4,888,2496.956025
-4,717,2497.773543
-3,1191,2499.191055
-5,482,2499.704508
-5,645,2500.389606
-5,870,2501.3556
-5,502,2501.912618
-5,439,2502.396755
-5,562,2503.069719
-4,859,2503.998163
-5,510,2504.58055
-5,458,2505.076176
-4,783,2505.940408
-5,831,2506.821759
