#{"t_start": 1627866007.343853, "env_id": "SlimeVolley-v0"}
r,l,t
-5,469,2507.377728
-5,824,2508.273708
-5,498,2508.811688
-5,438,2509.280019
-5,604,2509.988751
-5,764,2510.797686
-5,510,2511.356044
-5,515,2511.938317
-5,674,2512.733645
-5,545,2513.415845
-4,584,2514.072835
-5,707,2514.918238
-5,613,2515.584486
-5,629,2516.32152
-5,751,2517.165824
-5,631,2517.846317
-5,505,2518.400796
-5,465,2518.911974
-5,487,2519.471649
-5,537,2520.096269
-5,571,2520.723762
-5,712,2521.505852
-5,554,2522.149566
-5,611,2522.835266
-5,456,2523.368843
-5,637,2524.050547
-5,650,2524.825299
-5,563,2525.421146
-5,454,2525.929171
-5,690,2526.689101
-4,611,2527.393928
-5,953,2528.504431
-5,620,2529.197119
-5,534,2529.783961
-5,680,2530.544001
-5,510,2531.129082
-5,628,2531.835746
-5,557,2532.421695
-5,469,2532.965976
-5,575,2533.600442
-4,714,2534.401145
-5,771,2535.233604
-5,563,2535.849382
-5,548,2536.429601
-5,977,2537.585305
-5,479,2538.121988
-5,588,2538.845659
-5,598,2539.533125
-5,524,2540.128802
-4,868,2541.116934
-5,724,2541.98627
-5,673,2542.785996
-5,489,2543.445358
-5,495,2544.001346
-4,717,2544.821737
-5,650,2545.553165
-5,561,2546.182102
-5,676,2546.919791
-4,584,2547.579916
-5,527,2548.140064
-5,715,2548.920583
-5,441,2549.451669
-5,543,2550.096745
-4,658,2550.834396
-5,476,2551.374753
-5,431,2551.873968
-3,907,2552.874444
-5,521,2553.453681
-5,462,2553.978513
-5,650,2554.752991
-5,542,2555.340381
-5,407,2555.794274
-5,545,2556.386139
-4,858,2557.317715
-5,545,2557.926273
-5,537,2558.518353
-5,817,2559.400087
-5,733,2560.305759
-5,425,2560.818128
-4,752,2561.648565
-5,436,2562.124479
-5,811,2562.987426
-5,582,2563.65467
-4,623,2564.349896
-5,713,2565.15115
-5,696,2565.922238
-5,435,2566.408076
-5,446,2566.896975
-5,670,2567.689755
-4,698,2568.435362
-5,472,2568.938922
-5,456,2569.447348
-5,519,2570.008782
-5,555,2570.621492
-5,647,2571.372338
-5,437,2571.887779
-5,539,2572.464037
-5,576,2573.129201
-5,590,2573.891201
-5,546,2574.503808
-5,508,2575.055799
-5,607,2575.789396
-5,754,2576.658028
-5,515,2577.272293
-5,749,2578.157777
-5,816,2579.057451
-5,716,2579.955932
-5,545,2580.65209
-5,478,2581.220188
-5,613,2581.877817
-5,907,2582.94083
-5,613,2583.6754
-5,538,2584.325033
-5,577,2584.942999
-5,679,2585.787946
-4,667,2586.554133
-5,449,2587.03467
-5,579,2587.668967
-5,508,2588.236341
-5,593,2588.960629
-5,599,2589.742869
-5,623,2590.431821
-5,731,2591.272479
-5,664,2592.035334
-5,532,2592.618842
-5,719,2593.439057
-5,516,2594.052984
-5,746,2594.925723
-5,453,2595.461722
-5,585,2596.091089
-5,601,2596.776563
-5,521,2597.408934
-5,500,2597.993315
-5,722,2598.778929
-5,522,2599.425401
-5,572,2600.008668
-5,718,2600.804497
-5,692,2601.520202
-5,611,2602.217354
-5,564,2602.820372
-4,700,2603.607899
-5,624,2604.226864
-5,729,2605.015736
-5,661,2605.698736
-5,493,2606.222871
-5,934,2607.217403
-5,522,2607.769361
-5,681,2608.470661
-5,474,2608.982641
-5,479,2609.483819
-5,486,2610.010341
-5,863,2610.925107
-5,588,2611.496933
-4,614,2612.122447
-5,558,2612.670316
-5,440,2613.144599
-5,627,2613.74362
-5,754,2614.537009
-5,589,2615.208827
-5,529,2615.782727
-5,788,2616.572402
-5,648,2617.252805
-5,692,2617.952846
-5,773,2618.808306
-5,568,2619.466954
-5,554,2620.062505
-5,739,2620.843723
-5,468,2621.34709
-5,540,2621.924292
-5,744,2622.757356
-5,606,2623.414739
-5,561,2623.999011
-5,504,2624.513966
-4,663,2625.212915
-4,860,2626.122555
-5,811,2626.933082
-5,467,2627.623361
-5,718,2628.552181
-5,906,2629.637207
-5,480,2630.190672
-5,704,2630.964635
-5,699,2631.724409
-5,498,2632.290961
-5,488,2632.779359
-5,586,2633.47023
-5,605,2634.159677
-5,441,2634.662005
-5,619,2635.324847
-5,526,2635.946418
-5,465,2636.511171
-5,643,2637.274022
-5,534,2637.806458
-5,911,2638.809617
-5,464,2639.311822
-5,851,2640.164124
-5,478,2640.660224
-5,424,2641.149694
-4,625,2641.797284
-5,476,2642.260035
-5,532,2642.849274
-5,620,2643.483906
-5,546,2644.071682
-5,398,2644.491377
-5,601,2645.089958
-5,572,2645.662311
-5,667,2646.297087
-5,415,2646.702764
-5,591,2647.297461
-5,487,2647.805145
-4,677,2648.4649
-5,702,2649.162271
-5,580,2649.709982
-4,907,2650.617919
-5,747,2651.355705
-4,719,2652.074201
-5,400,2652.462574
-5,644,2653.116623
-4,659,2653.786317
-5,667,2654.445786
-5,637,2655.128517
-4,914,2656.096421
-5,735,2656.909691
-5,463,2657.4699
-5,462,2658.056991
-5,793,2658.994715
-5,679,2659.657856
-5,655,2660.390283
-5,541,2661.005793
-5,692,2661.848722
-5,694,2662.575732
-5,578,2663.198945
-5,725,2663.973381
-5,558,2664.575422
-4,1214,2665.990129
-5,554,2666.530575
-4,906,2667.50565
-5,485,2668.041532
-5,705,2668.777409
-5,664,2669.442909
-5,685,2670.136847
-4,729,2670.905607
-5,659,2671.576294
-5,576,2672.171026
-5,468,2672.661659
-5,547,2673.176197
-3,789,2673.974914
-5,517,2674.479675
-4,713,2675.240682
-4,621,2675.855121
-5,482,2676.345823
-5,538,2676.923904
-5,843,2677.80247
-5,480,2678.303506
-5,586,2678.946358
-5,502,2679.430826
-5,474,2679.922039
-4,687,2680.640628
-5,880,2681.574436
-5,831,2682.363854
-5,653,2682.997936
-5,695,2683.676544
-5,480,2684.150429
-5,405,2684.521545
-5,409,2684.916094
-5,624,2685.508936
-5,697,2686.238271
-5,516,2686.751496
-5,772,2687.499447
-5,600,2688.092823
-5,561,2688.67451
-5,503,2689.155771
-5,521,2689.688401
-5,539,2690.209167
-5,693,2690.90276
-5,698,2691.653143
-5,775,2692.49667
-5,519,2693.053004
-4,538,2702.138174
-5,595,2712.054378
-5,513,2720.603886
-5,654,2731.503416
-5,600,2741.508144
-5,670,2752.671904
-5,519,2761.321569
-5,544,2770.387266
-5,589,2780.205457
-5,502,2788.56987
-4,526,2789.123677
-5,477,2789.621883
-4,753,2790.407561
-5,679,2791.102212
-5,510,2791.601946
-5,687,2792.30185
-5,565,2792.931227
-5,576,2793.53836
-5,780,2794.40511
-5,451,2794.883324
-4,795,2795.719163
-5,563,2796.328414
-5,644,2797.027305
-5,623,2797.704236
-5,650,2798.381788
-5,670,2799.081307
-5,680,2799.786391
-5,435,2800.217476
-5,470,2800.704775
-5,694,2801.435296
-5,605,2802.073715
-5,792,2802.907335
-4,661,2803.587739
-5,474,2804.084799
-5,575,2804.70594
-4,615,2805.339873
-5,764,2806.16428
-5,518,2806.750066
-5,834,2807.625596
-5,706,2808.379594
-4,572,2808.974692
-4,927,2809.950323
-5,775,2810.761479
-5,785,2811.593023
-5,498,2812.122041
-5,719,2812.863487
-5,477,2813.338267
-5,603,2813.960639
-5,454,2814.465731
-5,664,2815.16916
-5,519,2815.724062
-5,539,2816.314729
-5,429,2816.796676
-5,638,2817.471463
-5,627,2818.154888
-5,502,2818.678876
-5,548,2819.246143
-5,590,2819.85238
-5,392,2820.228759
-5,621,2820.845208
-5,437,2821.306732
-5,498,2821.822773
-5,677,2822.527831
-5,718,2823.25557
-5,766,2824.05081
-4,598,2824.654569
-5,597,2825.27984
-5,465,2825.743101
-4,599,2826.379113
-5,587,2826.990681
-5,568,2827.581013
-5,692,2828.330918
-5,550,2828.906194
-5,508,2829.438928
-5,436,2829.914949
-5,776,2830.710123
-5,564,2831.295624
-4,699,2831.99831
-5,533,2832.580971
-5,912,2833.494422
-4,701,2834.215811
-5,615,2834.832593
-5,537,2835.373239
-5,537,2835.917486
-5,686,2836.624817
-4,946,2837.565252
-5,517,2838.081216
-5,538,2838.628954
-5,563,2839.21739
-5,762,2839.965748
-5,457,2840.451907
-5,546,2841.001261
-5,680,2841.71629
-5,464,2842.233031
-5,509,2842.797918
-5,708,2843.530258
-5,639,2844.180038
-5,481,2844.687827
-5,709,2845.417084
-4,565,2846.022899
-5,583,2846.631569
-5,502,2847.178675
-5,438,2847.64916
-5,519,2848.198158
-5,560,2848.788012
-5,537,2849.35221
-5,505,2849.910389
-5,440,2850.371751
-5,477,2850.873244
-5,439,2851.322564
-5,580,2851.941269
-5,552,2852.498362
-5,618,2853.120387
-5,638,2853.81927
-5,801,2854.642007
-5,560,2855.283489
-5,726,2856.109581
-5,743,2857.023641
-5,810,2858.061321
-5,610,2858.734621
-5,666,2859.417681
-5,586,2860.025427
-5,542,2860.595127
-5,429,2861.032543
-5,486,2861.513306
-4,645,2862.272631
-5,412,2862.690367
-5,616,2863.340426
-5,636,2864.056694
-5,653,2864.766866
-5,812,2865.647619
-5,529,2866.168337
-5,572,2866.788773
-5,630,2867.425405
-5,458,2867.912753
-5,489,2868.437016
-4,615,2869.121084
-5,566,2869.709277
-5,502,2870.258613
-5,521,2870.799173
-5,673,2871.481854
-5,665,2872.232112
-5,575,2872.871097
-5,553,2873.526911
-5,663,2874.246099
-5,597,2874.908036
-5,793,2876.019983
-5,462,2876.661972
-5,574,2877.349663
-5,719,2878.365855
-4,661,2879.371205
-5,777,2880.313803
-5,518,2880.882094
-5,553,2881.542053
-3,851,2882.511316
-5,699,2883.332717
-5,693,2884.109286
-5,841,2885.18888
-5,743,2886.058925
-5,704,2886.904094
-5,464,2887.45836
-5,472,2888.028653
-5,581,2888.820738
-5,573,2889.594295
-5,487,2890.183529
-5,512,2890.743413
-4,580,2891.47971
-5,491,2892.145873
-5,996,2893.414042
-5,626,2894.092403
-5,634,2894.796628
-5,559,2895.430682
-5,714,2896.177946
-4,993,2897.223672
-5,647,2897.907738
-5,445,2898.391706
-5,606,2899.110912
-4,837,2899.987788
-5,639,2900.661232
-4,708,2901.450391
-5,617,2902.108809
-4,487,2902.63335
-5,503,2903.20651
-5,555,2903.774863
-5,562,2904.367214
-5,436,2904.832025
-5,516,2905.400178
-4,682,2906.107502
-5,598,2906.742187
-4,936,2907.731056
-5,739,2908.533461
-5,441,2909.015538
-5,723,2909.817977
-5,811,2910.707096
-5,677,2911.423506
-5,569,2912.033775
-5,701,2912.739246
-5,568,2913.374441
-5,601,2914.026576
-5,683,2914.761322
-5,528,2915.320883
-5,724,2916.075373
-5,500,2916.599819
-5,664,2917.295585
-5,618,2917.944704
-5,575,2918.600885
-5,486,2919.090019
-5,513,2919.622446
-5,577,2920.212304
-5,445,2920.663779
-5,719,2921.399563
-4,698,2922.154359
-5,456,2922.674522
-5,589,2923.301185
-5,668,2923.995933
-5,823,2924.866219
-5,579,2925.500663
-5,716,2926.252626
-5,511,2926.784221
-4,531,2927.332545
-5,378,2927.715286
-5,644,2928.380087
-5,656,2929.035789
-5,622,2929.701407
-5,1001,2930.757959
-5,565,2931.343877
-5,782,2932.181893
-5,687,2932.933683
-4,834,2933.82221
-3,737,2934.611813
-5,385,2935.03341
-5,532,2935.618014
-4,780,2936.463535
-4,632,2937.146115
-4,769,2937.970831
-5,581,2938.566552
-5,595,2939.178204
-5,565,2939.742734
-4,695,2940.462699
-5,955,2941.449275
-5,634,2942.116684
-5,535,2942.676193
-4,591,2943.312445
-5,836,2944.18475
-5,648,2944.883059
-5,430,2945.322061
-5,591,2945.983192
-5,1017,2947.078489
-5,678,2947.797109
-5,516,2948.302252
-5,775,2949.10662
-5,549,2949.695126
-5,644,2950.385103
-5,458,2950.852088
-5,628,2951.478642
-5,626,2952.120946
-5,488,2952.640809
-5,542,2953.214362
-5,539,2953.811304
-5,682,2954.56334
-5,413,2955.035785
-5,633,2955.757047
-5,559,2956.350934
-5,720,2957.099762
-5,591,2957.705365
-5,737,2958.522991
-5,606,2959.164947
-5,657,2959.892652
-5,467,2960.384792
-4,812,2961.25086
-5,484,2961.772735
-5,478,2962.276997
-5,553,2962.854356
-5,860,2963.746324
-4,1006,2964.839892
-5,598,2965.513463
-5,726,2966.262743
-5,490,2966.761776
-5,648,2967.432744
-5,596,2968.042727
-5,440,2968.450512
-5,393,2968.808914
-5,766,2969.60262
-5,574,2970.157253
-5,583,2970.726538
-5,637,2971.384188
-5,611,2972.012817
-5,634,2972.663442
-5,942,2973.533989
-5,580,2974.102499
-5,595,2974.666016
-5,672,2975.334615
-5,562,2975.889339
-3,693,2976.568872
-5,669,2977.18593
-5,481,2977.633833
-5,445,2978.061831
-5,560,2978.625332
-5,428,2979.068505
-5,834,2979.918819
-5,421,2980.350791
-5,573,2980.906324
-4,728,2981.562873
-5,606,2982.149346
-5,508,2982.65908
-5,464,2983.127433
-5,488,2983.602939
-4,804,2984.416533
-5,664,2985.034334
-4,786,2985.810646
-4,774,2986.559637
-5,993,2987.530814
-5,521,2988.068508
-5,550,2988.629685
-5,589,2989.193377
-4,826,2989.977573
-5,838,2990.814912
-4,820,2991.575895
-5,633,2992.137136
-5,595,2992.69223
-4,827,2993.413956
-5,532,2993.885423
-5,703,2994.552364
-3,629,2995.136467
-5,520,2995.59358
-5,611,2996.145707
-5,546,2996.681377
-5,536,2997.179432
-5,616,2997.739145
-5,706,2998.386251
-5,496,2998.881879
-5,548,2999.414401
-4,855,3000.169642
-5,425,3000.552997
-5,643,3001.100261
-5,546,3001.608834
-5,370,3001.973351
-5,585,3002.534897
-5,723,3003.205671
-4,531,3003.759978
-5,511,3004.319775
-5,945,3005.347018
-5,514,3005.864237
-5,658,3006.495197
-5,543,3007.083015
-5,619,3007.736353
-5,523,3008.254032
-5,547,3008.783329
-5,591,3009.402629
-5,554,3010.025895
-5,494,3010.640544
-5,383,3011.09884
-4,813,3011.903697
-5,573,3012.496158
-5,676,3013.179006
-5,527,3013.684027
-5,612,3014.296402
-5,866,3015.24272
-5,664,3015.949483
-5,513,3016.484182
-5,529,3016.98032
-5,509,3017.486184
-5,390,3017.848889
-5,645,3018.473653
-5,601,3019.014636
-5,524,3019.479643
-5,646,3020.103604
-5,482,3020.567313
-5,553,3021.139958
-5,465,3021.642611
-5,537,3022.133488
-5,636,3022.719156
-5,492,3023.173447
-5,418,3023.597103
-5,665,3024.237199
-4,999,3025.129334
-5,778,3025.898922
-5,595,3026.473716
-5,584,3027.062723
-5,461,3027.519448
-5,653,3028.15794
-5,550,3028.70743
-5,569,3029.29733
-5,493,3029.846029
-5,640,3030.471719
-5,635,3031.096089
-5,487,3031.552886
-5,855,3032.334012
-5,558,3032.843813
-5,564,3033.354463
-5,829,3034.116381
-5,521,3034.606889
-5,493,3035.048585
-4,677,3035.633471
-5,460,3036.030727
-5,695,3036.702374
-5,521,3037.162854
-5,462,3037.589107
-5,700,3038.233574
-5,495,3038.691497
-4,759,3039.40135
-5,627,3039.947778
-5,456,3040.350444
-5,563,3040.893291
-4,732,3041.592087
-5,632,3042.231765
-5,584,3042.812673
-5,557,3043.404225
-5,567,3043.970068
-5,543,3044.503317
-5,675,3045.176772
-5,575,3045.748105
-5,575,3046.296818
-5,633,3046.913234
-5,651,3047.567993
-5,593,3048.170439
-5,606,3048.755814
-5,534,3057.908981
-5,459,3065.563351
-5,430,3072.726557
-5,569,3082.212368
-5,678,3093.510122
-5,641,3104.194176
-5,564,3113.593335
-5,502,3121.959638
-5,647,3132.743433
-5,428,3139.87705
-5,452,3140.344224
-4,778,3141.115117
-5,584,3141.665613
-5,506,3142.171406
-5,645,3142.815962
-5,722,3143.586218
-4,675,3144.261513
-5,632,3144.906731
-5,573,3145.495187
-5,688,3146.192348
-5,572,3146.767387
-5,599,3147.359441
-5,565,3147.949176
-5,528,3148.497105
-4,770,3149.2646
-5,620,3149.891404
-4,923,3150.811017
-5,568,3151.386542
-5,692,3152.072232
-4,719,3152.815778
-5,388,3153.201473
-5,540,3153.749392
-5,435,3154.202809
-5,552,3154.73015
-5,730,3155.472152
-4,783,3156.25822
-5,729,3157.001812
-4,665,3157.702812
-5,514,3158.228828
-5,721,3158.962819
-4,696,3159.675479
-4,644,3160.318175
-5,814,3161.130116
-5,699,3161.834124
-5,521,3162.355869
-5,458,3162.819063
-5,686,3163.531696
-4,649,3164.195411
-5,577,3164.799061
-5,572,3165.359187
-5,604,3165.929555
-5,753,3166.721787
-5,616,3167.324486
-5,515,3167.836875
-5,655,3168.498081
-5,652,3169.160544
-4,623,3169.795456
-5,1010,3170.882402
-5,476,3171.426219
-5,667,3172.160482
-5,575,3172.784769
-5,544,3173.366366
-4,614,3174.011673
-5,686,3174.708284
-4,1074,3175.778968
-5,603,3176.368344
-4,968,3177.327712
-5,484,3177.806701
-5,576,3178.36106
-5,380,3178.731007
-5,477,3179.194183
-5,861,3180.022826
-5,541,3180.547969
-4,757,3181.261219
-5,527,3181.766221
-5,429,3182.195493
-4,849,3183.01353
-4,618,3183.614073
-5,629,3184.217541
-4,668,3184.861643
-5,566,3185.423502
-5,434,3185.840812
-5,625,3186.430536
-5,1047,3187.419966
-5,576,3187.973818
-5,666,3188.627927
-5,620,3189.269018
-5,469,3189.737926
-5,633,3190.370503
-5,597,3190.970455
-5,471,3191.422928
-5,764,3192.160669
-5,825,3192.958447
-4,702,3193.651897
-5,554,3194.217038
-5,616,3194.812596
-5,698,3195.5076
-5,721,3196.194498
-5,499,3196.677112
-5,636,3197.31043
-4,795,3198.082841
-3,835,3198.910961
-5,758,3199.661714
-5,432,3200.090369
-5,512,3200.610331
-4,777,3201.368108
-5,621,3201.985967
-5,490,3202.456119
-4,602,3203.060039
-5,450,3203.497869
-5,555,3204.02953
-5,477,3204.473308
-5,432,3204.864569
-4,742,3205.584422
-5,603,3206.184882
-5,557,3206.734375
-5,695,3207.400856
-5,580,3207.950115
-5,615,3208.55506
-5,715,3209.281327
-4,612,3209.885123
-5,597,3210.475348
-5,547,3211.014636
-5,616,3211.607972
-4,839,3212.434363
-5,584,3213.022569
-5,644,3213.663336
-5,722,3214.411166
-3,765,3215.218189
-4,910,3216.314437
-3,822,3217.126435
-5,491,3217.63407
-4,662,3218.305132
-5,459,3218.810444
-5,504,3219.317984
-5,539,3219.831226
-5,640,3220.478907
-5,599,3221.05962
-5,481,3221.55216
-5,598,3222.150135
-5,695,3222.865443
-5,724,3223.613727
-4,571,3224.156263
-5,1017,3225.143612
-5,480,3225.601969
-5,599,3226.216028
-5,469,3226.690157
-4,954,3227.678226
-4,600,3228.268294
-5,519,3228.785093
-5,458,3229.234542
-4,686,3229.925919
-5,636,3230.590494
-5,492,3231.109855
-5,536,3231.693881
-5,539,3232.234039
-5,583,3232.836485
-5,508,3233.349735
-4,619,3233.966215
-5,649,3234.650322
-5,725,3235.387426
-4,631,3236.02093
-4,629,3236.636117
-5,519,3237.156397
-5,593,3237.738708
-5,723,3238.434299
-5,645,3239.104415
-5,465,3239.564691
-5,548,3240.124454
-5,700,3240.81189
-5,769,3241.578706
-5,687,3242.270828
-5,722,3242.998428
-5,469,3243.481805
-5,682,3244.179402
-5,459,3244.660539
-5,439,3245.123578
-5,753,3245.874265
-3,789,3246.65405
-5,798,3247.479027
-5,469,3247.961741
-5,624,3248.590234
-5,541,3249.13838
-5,506,3249.649792
-4,618,3250.259875
-4,653,3250.90468
-5,407,3251.292031
-5,828,3252.155355
-5,503,3252.716624
-5,544,3253.279348
-5,652,3253.903676
-5,588,3254.469018
-5,439,3254.913757
-5,638,3255.581273
-5,616,3256.216
-5,635,3256.84225
-5,688,3257.531269
-5,533,3258.062193
-5,409,3258.467157
-5,644,3259.132512
-5,587,3259.785116
-5,574,3260.366102
-5,833,3261.232663
-5,487,3261.729889
-5,467,3262.188363
-5,500,3262.6697
-5,564,3263.224391
-5,467,3263.670183
-5,491,3264.14841
-5,729,3264.881028
-4,606,3265.556934
-5,437,3266.01772
-5,742,3266.713387
-5,469,3267.163697
-5,606,3267.766246
-5,494,3268.23664
-5,692,3268.897735
-5,681,3269.612933
-5,472,3270.087167
-4,708,3270.800682
-5,414,3271.204711
-5,505,3271.690624
-5,657,3272.352127
-5,481,3272.847121
-4,675,3273.557825
-5,547,3274.091972
-3,993,3275.069357
-5,591,3275.649355
-5,459,3276.108216
-5,469,3276.601526
-5,601,3277.199151
-5,683,3277.90042
-5,434,3278.343007
-5,587,3278.941235
-5,446,3279.40175
-5,614,3280.027152
-5,611,3280.622811
-4,691,3281.288959
-5,410,3281.717403
-5,574,3282.302619
-5,692,3282.996794
-5,421,3283.413905
-3,807,3284.19583
-5,906,3285.137508
-5,549,3285.656135
-5,528,3286.195439
-5,657,3286.861294
-5,418,3287.279076
-5,690,3287.975359
-5,659,3288.62327
-5,435,3289.054809
-4,719,3289.791911
-5,513,3290.310743
-5,782,3291.096964
-5,445,3291.51703
-5,491,3291.990153
-5,451,3292.431004
-5,610,3293.012033
-5,922,3293.931304
-5,552,3294.490433
-5,568,3295.075442
-5,615,3295.700924
-5,643,3296.363692
-5,457,3296.786994
-5,511,3297.294981
-5,539,3297.83076
-5,492,3298.345914
-5,549,3298.905597
-5,551,3299.479021
-5,497,3299.979778
-5,480,3300.46283
-5,492,3300.952596
-5,562,3301.509059
-4,580,3302.091423
-5,731,3302.789557
-5,985,3303.744922
-5,392,3304.149032
-5,431,3304.575582
-5,1020,3305.588203
-5,713,3306.279308
-5,689,3306.950732
-5,450,3307.395533
-5,627,3308.039442
-5,695,3308.744178
-5,655,3309.429955
-5,467,3309.906892
-5,839,3310.75468
-5,536,3311.284901
-5,512,3311.767874
-5,704,3312.454608
-5,634,3313.073627
-5,545,3313.610469
-5,500,3314.073297
-5,843,3314.85272
-5,424,3315.250436
-5,837,3316.02444
-5,768,3316.808023
-5,955,3317.724677
-5,497,3318.202516
-5,611,3318.827089
-5,685,3319.515851
-5,590,3320.054864
-4,600,3320.656927
-5,653,3321.297688
-5,572,3321.875016
-5,617,3322.503094
-5,538,3323.018786
-5,609,3323.583646
-5,605,3324.197432
-5,545,3324.693921
-5,575,3325.211923
-5,839,3326.01282
-5,600,3326.625457
-4,583,3327.204768
-5,736,3327.906788
-5,588,3328.475859
-5,618,3329.081692
-5,392,3329.484159
-5,559,3330.023492
-5,535,3330.519122
-5,869,3331.243826
-5,633,3331.800867
-5,718,3332.508654
-5,669,3333.181844
-5,474,3333.612897
-5,574,3334.121335
-5,579,3334.671771
-5,647,3335.286527
-4,742,3335.99722
-5,772,3336.73084
-5,577,3337.266931
-5,763,3337.978106
-4,683,3338.588044
-5,741,3339.262195
-5,600,3339.802315
-4,823,3340.549093
-5,462,3341.005324
-5,537,3341.485576
-5,544,3342.021424
-5,619,3342.58509
-5,546,3343.096036
-4,578,3343.608573
-5,695,3344.231179
-5,703,3344.853281
-5,678,3345.486273
-5,719,3346.096147
-5,765,3346.779775
-5,621,3347.340036
-5,727,3347.972253
-4,652,3348.553186
-5,409,3348.931202
-4,656,3349.531118
-5,559,3350.081174
-5,545,3350.598473
-5,435,3351.026044
-5,708,3351.657175
-5,678,3352.27548
-5,518,3352.745274
-5,936,3353.587441
-5,707,3354.222643
-5,675,3354.828428
-4,762,3355.532765
-5,806,3356.2543
-5,838,3357.000696
-3,1130,3358.040738
-5,765,3358.761505
-5,443,3359.169966
-5,566,3359.67072
-5,654,3360.256555
-5,601,3360.803783
-5,695,3361.407318
-5,492,3361.836437
-5,851,3362.569093
-4,971,3363.410295
-4,724,3364.052431
-4,780,3364.76683
-5,466,3365.188594
-5,487,3365.66027
-4,597,3366.193972
-5,524,3366.665597
-5,661,3367.310354
-5,626,3367.852972
-5,469,3368.289278
-5,513,3368.778052
-5,589,3369.331058
-5,592,3369.825684
-5,535,3370.324392
-4,630,3370.891152
-5,584,3371.389038
-5,604,3371.938183
-4,685,3372.556698
-5,643,3373.119602
-5,512,3373.64304
-5,562,3374.179905
-5,595,3374.692045
-5,488,3375.113307
-5,548,3375.627069
-5,571,3376.140158
-5,495,3376.582136
-5,431,3376.951185
-5,563,3377.431095
-5,573,3377.98543
-5,504,3378.440745
-4,631,3379.036671
-5,508,3379.501401
-5,561,3379.992821
-5,571,3380.509374
-5,587,3381.022964
-5,1019,3381.906894
-4,755,3382.543669
-5,687,3383.144505
-5,576,3383.64874
-5,655,3384.225845
-5,609,3394.316296
-5,603,3404.366119
-5,875,3418.952226
-5,485,3427.0318
-5,702,3438.734964
-4,972,3454.933381
-5,438,3462.232986
-5,902,3477.267729
-5,684,3488.6664
-5,622,3499.034124
-5,787,3499.821881
-5,559,3500.411863
-4,612,3501.049916
-4,1045,3502.138797
-5,640,3502.78874
-5,427,3503.216625
-5,832,3504.066968
-5,531,3504.597
-5,558,3505.184745
-5,388,3505.591138
-5,747,3506.320132
-5,670,3506.975487
-5,542,3507.515451
-5,732,3508.22261
-5,516,3508.72131
-5,605,3509.301647
-5,537,3509.846587
-5,593,3510.457395
-5,535,3510.99907
-5,519,3511.499638
-5,611,3512.106121
-4,814,3512.900422
-5,541,3513.425202
-5,599,3514.04009
-5,494,3514.562252
-5,443,3514.988352
-5,623,3515.605688
-5,655,3516.260642
-5,437,3516.690903
-5,875,3517.581342
-5,492,3518.097871
-4,662,3518.797242
-5,945,3519.765729
-5,678,3520.459489
-5,702,3521.170758
-5,539,3521.754473
-5,441,3522.197298
-5,547,3522.731055
-5,498,3523.226631
-5,614,3523.828837
-5,570,3524.461021
-4,831,3525.257818
-4,554,3525.878919
-5,573,3526.515223
-5,630,3527.204639
-5,478,3527.697454
-5,503,3528.169938
-5,830,3529.041341
-5,570,3529.63003
-5,670,3530.35508
-5,525,3530.887295
-5,629,3531.590975
-5,614,3532.256366
-5,555,3532.826043
-5,599,3533.452124
-5,910,3534.401622
-5,488,3534.944111
-5,747,3535.738902
-5,873,3536.683378
-5,515,3537.245576
-5,551,3537.813771
-4,619,3538.528732
-5,682,3539.294506
-5,655,3540.173787
-5,592,3541.023603
-5,671,3541.92533
-5,467,3542.567604
-5,650,3543.475621
-5,589,3544.264439
-4,785,3545.292719
-5,721,3546.253346
-5,428,3546.743773
-5,524,3547.407114
-5,538,3548.028032
-5,556,3548.716301
-5,537,3549.429439
-4,886,3550.399753
-5,657,3551.086793
-5,721,3551.826333
-5,407,3552.282696
-5,655,3552.991324
-5,614,3553.596515
-5,799,3554.432448
-4,805,3555.273779
-5,491,3555.783637
-5,532,3556.358324
-5,582,3556.969092
-5,607,3557.594985
-5,619,3558.252746
-5,683,3558.959252
-5,516,3559.511994
-5,503,3560.014316
-5,524,3560.550185
-5,645,3561.266661
-5,429,3561.706148
-5,612,3562.322556
-5,607,3562.954965
-5,494,3563.47115
-5,616,3564.105079
-5,510,3564.633648
-5,566,3565.207732
-5,495,3565.728213
-5,602,3566.410382
-5,599,3567.050167
-5,703,3567.856302
-5,687,3568.673509
-5,757,3569.47048
-5,587,3570.117655
-5,708,3570.892999
-5,540,3571.458286
-5,535,3571.984502
-5,663,3572.683045
-5,465,3573.16435
-5,499,3573.704807
-5,523,3574.206657
-5,510,3574.707086
-5,503,3575.205567
-5,694,3575.908527
-5,488,3576.417925
-5,679,3577.130947
-5,541,3577.676024
-5,561,3578.257083
-5,511,3578.737198
-4,736,3579.509532
-4,574,3580.10134
-5,528,3580.643798
-5,520,3581.195481
-5,640,3581.848735
-5,626,3582.483632
-5,506,3582.992192
-4,513,3583.507424
-5,652,3584.184641
-5,428,3584.60365
-4,555,3585.151439
-4,618,3585.758158
-5,557,3586.323245
-5,589,3586.89686
-5,507,3587.397062
-5,681,3588.061706
-5,569,3588.624538
-5,770,3589.403684
-5,552,3589.94558
-5,755,3590.695996
-5,573,3591.252451
-5,494,3591.727148
-5,580,3592.33303
-4,686,3593.024219
-5,632,3593.710186
-5,442,3594.152529
-5,547,3594.686351
-5,575,3595.321859
